,juduls,link,sinopsis,tahuns
271,Bangku Kosong,http://filmindonesia.or.id/movie/title/lf-b012-06-090774_bangku-kosong,"Guru baru, Grace (VJ Cathy), masuk menggantikan Melisa (Reza Artamevia) yang keluar, karena tidak tahan dengan tingkah laku murid kelas 3A yang brutal dan semaunya. Terutama Destin, Nancy, dan Adela (Nadia Hassan, Tania Hardjosubroto, Zhi F), anak penyumbang dana terbesar pada yayasan. Semenjak ibu Grace masuk, Dinda (Adhitya Putri) disuruh pindah duduk, mengisi `bangku kosong' di… ",2006
272,Lentera Merah (Kebenaran Harus Terungkap),http://filmindonesia.or.id/movie/title/lf-l035-06-178534_lentera-merah-kebenaran-harus-terungkap,"Lentera Merah, majalah kampus yang dikelola mahasiswa Universitas Nasional Indonesia (UNI) sejak tahun 1930, dikisahkan sebagai majalah yang selalu kritis terhadap kondisi bangsa dan pemerintahan, condong ke ""kiri"" dan memihak rakyat kecil. Risa (Laudya Cynthia Bella), mahasiswi baru, ikut audisi untuk menjadi bagian redaksi Lentera Merah angkatan 50. Penampilannya langsung menarik perhatian Iqbal (Dimas Beck), sang… ",2006
273,Mirror,http://filmindonesia.or.id/movie/title/lf-m006-05-079574_mirror,"Kikan (Nirina Zubir) gadis yang lincah dan suka jahil. Akibat kejahilannya ia menghadapi sejumlah keanehan. Ia seperti mempunyai kekuatan yang tidak dimiliki orang lain dimana ia rasakan melalui cermin dan hal ini sangat menyiksanya. Kejadian-kejadian tersebut mulai menimpa orang terdekatnya namun ia hanya bisa menceritakannya kepada Doni (Jonathan Mulia), lelaki yang menaruh hati pada Kikan namun… ",2005
274,Missing,http://filmindonesia.or.id/movie/title/lf-m007-05-199511_missing,"Vega (Essa Puji Lestari), seorang anak kecil yang masuk ke bagasi mobil Steven (Restu Sinaga), saat pemuda itu sedang memotret di hutan. Vega lagi main umpet-umpetan. Berhari-hari tinggal di bagasi mobil Steven, akhirnya anak itu tewas dan arwah penasarannya menghantui Steven dan istrinya Maya (Endhita). Maya yang memiliki kekuatan supranatural merasakan kehadiran Vega. Akhirnya, pasangan muda… ",2005
275,12:00 AM,http://filmindonesia.or.id/movie/title/lf-1006-05-698620_1200-am,"Alvin (Robertino) dan Inez (Olga Lidya) berpacaran. Begitu juga sahabat mereka, Bayu (Rionaldo Stockhorst) dan Amel (Fenita Jayanti). Perjalanan hubungan Alvin, fotografer, dan Inez, tidak mulus. Banyak masalah antara mereka. Juga muncul perempuan lain, Clara (Inong), yang lalu bisa dekat dengan Alvin. Masalah lain adalah gangguan mahluk halus yang mengganggu Alvin maupun Inez, bahkan Inez sampai… ",2005
276,Ada Hantu di Sekolah,http://filmindonesia.or.id/movie/title/lf-a017-04-139810_ada-hantu-di-sekolah,"Enam sahabat sejak SMP, sepakat masuk SMU yang sama. Peristiwa berawal dari Tasya (Stephanie Pascalia), yang ketiduran di kelas dan mimpi menyeramkan. Ia merasa diteror hantu perempuan berseragam SMU. Peristiwa itu malah membuat Tasya dihukum guru untuk membereskan buku-buku di perpustakaan. Ia dibantu sahabat-sahabatnya. Di perpustakaan itu mereka dibentak oleh seorang murid perempuan. Tasya mengenali murid… ",2004
277,The Soul,http://filmindonesia.or.id/movie/title/lf-t007-03-038396_the-soul,"Astrid (Marcella Zalianty) mengidap trauma sejak jadi korban perkosaan, terutama karena anaknya Kikan (Natasya Septiani Irawan/Ninies) dilarikan pemerkosanya sampai setahun lamanya. Astrid merasa melihat terus sosok Kikan. Kikan punya rencana balas dendam dan menghukum para pemerkosa ibunya. Kikan menampakkan dirinya hanya pada Astrid dan memberitahu telah membunuh salah satu pemerkosa ibunya. Astrid berusaha meyakinkan diri bahwa… ",2003
278,Tusuk Jelangkung,http://filmindonesia.or.id/movie/title/lf-t015-02-786668_tusuk-jelangkung,"Rea (Marcella Zalianty) mengajak pacarnya, Zacky (Iqbal Rizantha), main jelangkung di rumahnya. Sahabat-sahabat Rea mengecam keisengan Rea. Rea tak mengindahkan peringatan mereka. Keisengan Rea berbuah petaka. Sejak itu mereka diganggu mahluk halus dengan cara berbeda-beda. Rea mencari jalan agar lepas dari gangguan hantu. Zul (Ian Bahtiar), kakak Zacky, yang juga terkena gangguan, mengajak mereka menemui Pak… ",2003
279,Peti Mati (The Coffin),http://filmindonesia.or.id/movie/title/lf-p017-02-485774_peti-mati-the-coffin,"Jakarta 1959. Rudi alias Kiat Jin (Sandy Nayoan) mencoba menghindari ramalan A Boen (Joseph Ginting) yang menyebutkan dirinya akan terbaring mati dalam peti mati hitam yang dibawa A Boen, walau peti itu untuk Peng An (HIM Damsyik), ayah Rudi. Rudi berhasil bekerja di toko peti mati A Boen. Ia berusaha menyingkirkan peti mati tersebut. Ketika Peng… ",2003
280,Kafir (Satanic),http://filmindonesia.or.id/movie/title/lf-k012-02-091772_kafir-satanic,"Kuntet (Sudjiwo Tejo) berprofesi sebagai dukun santet. Ia menjual jasa ke berbagai lapisan masyarakat. Hasil kerjanya membuat kehidupannya mewah, tapi tidak memberi kebahagiaan istri dan anaknya yang dikucilkan dalam pergaulan masyarakat. Kemudian terungkap bahwa untuk mendapatkan ""ilmu"", Kuntet harus menyerahkan nyawa kepada gurunya. Apalagi saat dia ingin mencapai keabadian. Kematian anak-anak di kampungnya membangkitkan kecurigaan warga,… ",2002
281,Jelangkung,http://filmindonesia.or.id/movie/title/lf-j010-01-165150_jelangkung,"Empat sekawan, Ferdi (Winky Wiryawan), Gita (Melanie Ariyanto), Gombal (Rony Dozer), Sani (Harry Panca), selalu penasaran mencari setan. Berbagai tempat yang didatangi tak dijumpai yang dicarinya. Sampai mereka mendapat kabar di daerah yang bernama Angkerbatu. Di sinilah berbagai pengalaman dirasakan mereka. Sementara Sani diam-diam berusaha bermain jelangkung, sebuah permainan yang konon bisa mendatangkan arwah. Sebuah film… ",2001
282,Petir Sepandjang Malam,http://filmindonesia.or.id/movie/title/lf-p020-67-703712_petir-sepandjang-malam,"Film ini seolah terdiri dari dua bagian. Bagian pertama: polisi dipusingkan dengan ulah Djafar (Hadisjam Tahax), bekas pejuang yang jadi perampok dan pembunuh. Entah informasi dari mana, Sambas (Dolf Damora) menguntit Djafar, dan lalu minta bantuan menggrebek rumahnya. Tembak-menembak terjadi. Rumah terbakar. Anak Djafar dan adik iparnya, Jaya (Maruli Sitompul) meninggal terbakar, sementara ibunya (Marlia Hardi)… ",1967
283,Ratu Ular,http://filmindonesia.or.id/movie/title/lf-r008-72-240827_ratu-ular,"Siti (Lenny Marlina) kembali ke kampungnya, ke rumah bibinya, Nyi Aminah (Tuty S), janda kaya raya, karena kedua orangtuanya sudah meninggal. Di rumah ini ia curiga pada kekayaan bibinya, karena melihat kalung yang dikenalnya sebagai milik orang lain ada di lemari bibinya. Di pihak lain, Sulaiman (Faisal Riza), santri muda, ditugaskan oleh kepala kampungnya untuk mengusut… ",1972
284,Wajah Seorang Pembunuh,http://filmindonesia.or.id/movie/title/lf-w020-72-736075_wajah-seorang-pembunuh,"Rubiah (Fifi Young), janda kaya berpenyakit asma dan bercucu Rina (Paula Rumokoy), berkali-kali diteror bayangan sosok tubuh brpisau dan bersarung tangan hitam. Inspektur Arifin (S. Bono) yang dilapori, lalu menyelidik. Semua penghuni rumah ditanyai: Umar (Muni Cader), pawang kuda, Rohana (Lenny Marlina), pelayan, dan juga sopir keluarga. Dalang dari teror ini adalah Indra (Gatot Teguh Arifianto),… ",1972
285,Pemberang,http://filmindonesia.or.id/movie/title/lf-p009-72-779903_pemberang,"Ketenangan keluarga Johan Arifin (Sophan Sophiaan), jaksa, terusik dengan datangnya berbagai teror, pramuria yang merayu, surat kaleng, dering telpon dll. Biang keladinya adalah Barman (Dicky Zulkarnaen). Motifnya adalah dendam. Kesaksian Johan di pengadilan membuat Barman masuk penjara. Puncaknya adalah penyanderaan atas istri dan anak Johan. Barman memang akhirnya tewas. Sajian kisah ini dalam bentuk sorot balik,… ",1972
286,Dikejar Dosa,http://filmindonesia.or.id/movie/title/lf-d011-74-715702_dikejar-dosa,"Jajang (Yan Bastian), Jaka (Hendra Cipta), Asep (Ucok Harahap), tiga pemuda brandal memperkosa gadis penjual jamu, Yayah (Paula Rumokoy) di sebuah dangau. Pacar Yayah, Dayat (Fadly) kebetulan datang ke dangau itu sesudah pemerkosaan terjadi. Saat hendak menolong Yayah, ia justru terangsang melihat tubuh Yayah, dan ikut menikmatinya. Suatu hal yang tak dipercayai Yayah. Tekanan terhadap Yayah… ",1974
287,Kemasukan Setan (Dukun),http://filmindonesia.or.id/movie/title/lf-k019-74-888015_kemasukan-setan-dukun,"Laksmi (Rahayu Effendi), perawan tua, tak tahan dicemooh kemenakannya, Dewi (Dewi Rosaria Indah), hingga suatu saat meninggal karena minum obat secara berlebihan. Laksmi yang mati penasaran ini lalu mengganggu rumah itu. Dewi yang jadi sasaran. Rohnya memasuki Dewi hingga gadis kecil ini menjadi tersiksa, dan melakukan perbuatan luar biasa, termasuk membunuh pacar kakaknya dan pacar Laksmi.… ",1974
288,Penghuni Bangunan Tua,http://filmindonesia.or.id/movie/title/lf-p019-75-030304_penghuni-bangunan-tua,"Kiki dan Aris (Kiki dan Aries Sharief) bersama teman-temannya bermain jailangkung di sebuah bangunan tua. Jailangkung datang sambil menyebut bahwa namanya Yanto, yang mati terbunuh. Sepulang dari tempat itu, Kiki ditakuti oleh hantu anak-anak. Ia lalu tersesat ke sebuah kuburan dan menemukan sebuah kalung dan tanpa sengaja memakainya. Kiki lalu jatuh sakit sambil mengigau: ""Saya Yanto.… ",1975
289,Arwah Penasaran (Della),http://filmindonesia.or.id/movie/title/lf-a019-75-373165_arwah-penasaran-della,"Susan (Dewi Puspa) sering diganggu hantu perempuan yang menakutkan, hingga tubuhnya jadi lemah. Orangtuanya dan kekasihnya, Charles (Junaedi) yang semula tak percaya, lama-lama tidak bisa berbuat lain kecuali berupaya mencari dukun untuk menyembuhkan Susan. Mula-mula tumbal yang diberi dukun berhasil. Tapi, sang hantu lalu mengalihkan sasarannya ke adik Charles, Yuni (Erna Santoso) sampai gantung diri. Saat… ",1975
290,Setan Kuburan,http://filmindonesia.or.id/movie/title/lf-s012-75-624513_setan-kuburan,"Kisah dari kepercayaan di banyak tempat tentang mayat yang kain kafannya tak sempat dilepas, lalu menjadi hantu pocong. Juga kepercayaan akan hutang yang dibawa mati, kucing yang melompati mayat. Itulah kisah dari Joyoprono (Mansjur Sjah), tuan tanah dan tukang kredit yang saat hidup bersifat tamak dan serakah. Ia meninggal tertimpa pohon. Setelah itu muncul pocong mengganggu… ",1975
291,Sundel Bolong,http://filmindonesia.or.id/movie/title/lf-s012-81-585960_sundel-bolong,"Kebahagiaan Alicia dan Hendarto sebagai suami istri yang baru menikah, tidak berlangsung lama. Hendarto harus tugas ke luar negeri. Alicia, bekas pelacur, dimanfaatkan oleh para pria hidung belang. Perbuatan bejat ini dibantu oleh bekas germonya yang merasa rugi. Peristiwa itu membuat Alicia hamil dan sempat disidangkan untuk memperoleh keadilan. Hidup Alicia kemudian tetap murung karena kehamilannya… ",1981
292,Srigala,http://filmindonesia.or.id/movie/title/lf-s007-81-797334_srigala,"Caroko bersama Johan dan Tommy adalah para pemburu harta karun. Harta karun itu diduga ada dalam sebuah danau tempat wisata zaman penjajahan Belanda yang sudah tidak terawat lagi. Pada suatu malam mereka berada di sekitar danau itu dengan peralatan lengkap.
Bersamaan dengan itu, tiga pemuda pencinta alam Pono, Hesty, dan Nina bermalam di situ dengan mendirikan… ",1981
293,Bayi Ajaib,http://filmindonesia.or.id/movie/title/lf-b009-82-355842_bayi-ajaib,"Tambang intan di sebuah desa, merupakan sumber persaingan keras antara Kosim dan Dorman, yang mula-mula mengetahuinya. Mereka berambisi untuk memenangkan kedudukan sebagai lurah yang kebetulan akan dilaksanakan. Dorman yang punya darah Portugis, punya keyakinan bahwa arwah Alberto Domenique, nenek moyangnya yang dikubur di daerah itu akan membantu ambisinya. Sedang Kosim yang merasa banyak harta membagi uangnya… ",1982
294,Buaya Putih,http://filmindonesia.or.id/movie/title/lf-b010-82-333223_buaya-putih,"Di sebuah desa tempat sebuah sungai yang cukup besar mengalir, seekor buaya besar berwarna putih menyeret dan menenggelamkan Juleha, anak keluarga Kadir. Berkat jasa Komar, pawang buaya, Juleha dapat diketemukan lagi dalam keadaan hidup. Buaya itu ternyata buaya jadi-jadian. Ia adalah Jafar, teman seperguruan Komar. Dalam perkelahian tangan Komar buntung, tapi kepala Jafar juga putus. Karena… ",1982
295,Nenek Grondong,http://filmindonesia.or.id/movie/title/lf-n013-82-406709_nenek-grondong,"Suasana sebuah desa terpencil semula aman dan tenteram. Suatu malam ketenteramannya terusik oleh hadirnya makhluk halus yang mereka sebut Kuyang atau Nenek Grondong. Makhluk jadi-jadian ini konon suka mengisap darah bayi atau ibu yang sedang mengandung. Sementara keluarga Sodikin tengah bergembira dengan didapatnya anak pungut, yang selama ini diidamkannya. Anak yang tak jelas asal-usulnya itu suatu… ",1982
296,Pernikahan Berdarah,http://filmindonesia.or.id/movie/title/lf-p018-87-761531_pernikahan-berdarah,"Murni (Raja Emma), yatim piatu, dibesarkan oleh Mbok Mirah (Dhalia). Badrowi (Yoseph Hungan) pemuda desa, mengganggu istri orang yang dicintainya, pada malam pengantinnya, dan membunuh suaminya. Ia lalu dikeroyok penduduk desa dan dilempar ke jurang. Di sini ia mendapatkan kesaktian dari laba-laba dan jadi pengganggu desa. Tiga orang meninggal karena ulahnya dengan ciri sama: luka di… ",1987
297,Lukisan Berlumur Darah,http://filmindonesia.or.id/movie/title/lf-l020-88-093793_lukisan-berlumur-darah,"Dua penjahat merampok rumah Diarsi (Yurike Prastica). Suaminya dibunuh. Pembantunya, Yunan (Piet Pagau) terluka, tapi Diarsi berhasil membunuh dua perampok itu dan entah kenapa tak lapor polisi dan memilih menguburkan mayatnya diam-diam di bawah pohon beringin depan rumah dan kamar mandinya. Agus (Dharma Harun), guru SMA dan istrinya, Hanna (Tiara Jaquelina) membeli rumah tua terbengkalai yang… ",1988
298,Cinta Berdarah,http://filmindonesia.or.id/movie/title/lf-c013-89-394508_cinta-berdarah,"Anton (Hengky Tornando) dan istrinya Rita (Raja Emma) mengontrak sebuah rumah indah milik Dudung Sasmita (Hilal Azman) yang berwajah buruk karena musibah di tempatnya bekerja di laboratorium farmasi. Hal ini yang membuat istrinya lalu serong dengan saudaranya sendiri, hingga Dudung marah dan membunuhnya. Mayat itu dikubur di tembok. Roh mayat-mayat itu yang lalu menghantui rumah, hingga… ",1989
299,Sepasang Mata Maut,http://filmindonesia.or.id/movie/title/lf-s016-89-026657_sepasang-mata-maut,"Tarjo (M. Rojali) dipenggal kepalanya oleh Parman (Sutrisno Wijaya) dkk, teman seperguruan. Supandi (Hengky Tornando) dipaksa berhenti dari kantornya karena menurut kemauan majikannya untuk membuat pembukuan ganda, Ia diberhentikan agar permainan itu tidak ketahuan. Ia lalu mengungsi ke desa bersama istrinya, Lia (Raja Emma). Pandi menggali sumur, sementara Lia jadi guru SD. Waktu menggali sumur di… ",1989
300,Misteri Harta Karun,http://filmindonesia.or.id/movie/title/lf-m017-89-770561_misteri-harta-karun,"Asih (Sally Marcelina), Sinta (Melissa Saila), Ganda (Faizal Hussein), Agus (Darsa Warsana Putra) dan Iwan (Dolly Martin), nekad memasuki wilayah hutan angker di kaki Gunung Batu yang ditakuti penduduk setempat. Mereka hendak menyelidiki sebuah batu bertulis atau prasasti, sesuai tugas mahasiswa sejarah. Mereka lari dari rumah dukun tempat mereka menginap, karena hendak dibunuh oleh dukun yang… ",1989
301,Guntur Tengah Malam,http://filmindonesia.or.id/movie/title/lf-g017-90-734143_guntur-tengah-malam,"Kisah perebutan harta dari seorang tante bernama Emma (Yenny Farida) yang dibunuh dengan ilmu gaib oleh dua keponakannya, Ria (Deasy Damasari) dan Rudi (Johan Saimima) serta istrinya Henny (Alba Fuad). Harta itu tidak membawa berkah, mereka dihantui rasa bersalah. Henny masuk RS jiwa, Ria menemukan ajalnya secara mengerikan. Rudi terus diburu halusinasi Tante Emma dan mati… ",1990
302,Gadis Misterius,http://filmindonesia.or.id/movie/title/lf-g014-96-536781_gadis-misterius,"Sita (Flora Ricardo) diperkosa sekelompok preman, lalu kekasihnya Andi (Rivaldo) diseret, disatukan dengan Sita, dan dituduh berzinah. Akibtanya, Sita meninggal, Andi gila. Sahabat Sita-Andi, Nadia (Debby Carol), menyelidiki peristiwa ini, termasuk dengan berpura-pura menjadi ""Sita"" dengan bantuan karet, hingga disangka hantu. Akhirnya, ketahuan bahwa dalam semuanya adalah Andi yang ingin mengawini Nadia. ",1996
303,Birahi Perempuan Halus,http://filmindonesia.or.id/movie/title/lf-b020-97-210992_birahi-perempuan-halus,"Rico (Cheppy Chandra) dan Dona (Devi Ivonne) adalah pasangan mahluk halus yang bisa memiliki tubuh manusia karena meminum darah gadis setiap purnama. Ketika tiga purnama tak dapat darah, maka Dona menyuruh Rico menyerahkan Angel (Indah Febrizha), pacar manusianya, untuk disantap. Niat itu urung, karena Angel bisa lepas, dan polisi datang menggrebek rumah roh halus itu. ",1997
304,"Di Sini Ada Setan, The Movie",http://filmindonesia.or.id/movie/title/lf-d022-04-395598_di-sini-ada-setan-the-movie,"Karena informasi dari internet, Choky (Thomas Y Nawilis) mengajak pacarnya berlibur ke sebuah danau yang konon memiliki legenda bahwa mereka yang datang bersama pacarnya akan abadi cintanya. Adiknya, Lola (Indri Satiya Handayani), yang baru putus cinta, dan punya firasat buruk, terpaksa ikut karena desakan ibu mereka. Di samping itu ikut juga rombongan teman-teman Choky. Rombongan ini… ",2004
305,Bunian,http://filmindonesia.or.id/movie/title/lf-b006-04-038496_bunian,"Andra (Ferryanto Tobing) baru satu setengah bulan kuliah di Universitas Teknologi Sydney. Ia mencari kos. Ia mendapatkan apartemen yang sudah dihuni beberapa mahasiswa Indonesia juga. Kisah di antara mereka itu yang terjadi. Ada gosip, ada percintaan, ada pertengkaran. Dan yang terpenting, Andra melihat mahluk halus di apartemen itu. ",2004
306,Bangsal 13,http://filmindonesia.or.id/movie/title/lf-b009-04-762923_bangsal-13,"Karena nabrak, Nat (Endhita) dan Mina (Luna Maya) terpaksa menginap di rumah sakit, sambil membawa korban yang tertabrak. Berhubung rumah sakit penuh, dokter jaga, Azis (Andika), membuka bangsal 13, yang tak pernah terpakai, karena konon menyimpan misteri. Tengah malam Nat mendengar suara mengetok-ngetok lantai kamar mandi. Nat tak memberi tahu semua kejadian itu kecuali pada Devon… ",2004
307,Psikopat,http://filmindonesia.or.id/movie/title/lf-p008-05-888485_psikopat,"Sepuluh tahun setelah pembantaian keluarga Pak Sandy (Egi Fedly) oleh seorang psikopat. Ia selamat dari maut namun istri dan kedua anaknya tewas. Sekelompok anak muda, Alfons (Ferry Ixel), Ricky (Mario J Wibowo), Rere (Dian Rasifah), Dence (Roni Galoeng), Amel (Secha Laurette), Rosma (Nella Anne) dan Mita (Alice Norin) ingin merayakan malam tahun baru di sebuah villa… ",2005
308,Panggil Namaku 3 X,http://filmindonesia.or.id/movie/title/lf-p015-05-222737_panggil-namaku-3-x,"Lara (Hayria Lontoh), remaja pintar, pemalu dengan penampilan yang cupu. Lara tinggal bersama neneknya, Oma Mer (Titi Qadarsih). Karena sikapnya tersebut, ia selalu menjadi bahan olok-olok teman-temannya terutama Sharon (Nita Ferlina) dan Brian (Raffi Ahmad). Suatu hari, ketika Lara sedang disiksa Sharon Cs dan Brian Cs, ada suatu keganjilan yang membuat mereka semua ketakutan karena tiba-tiba… ",2005
309,Gotcha,http://filmindonesia.or.id/movie/title/lf-g006-06-873370_gotcha,"Lima siswa SMA, Rangga (Arie K Untung), Radith (Fikri Ramdhan), Bogi (Herichan), Kayla (Karina Larasati), dan Anno (Maya Septha), memasuki jagat hantu tanpa mereka kehendaki. Gudang gelap yang kotor dan selalu digembok di sekolah membuat Rangga dan kawan-kawan penasaran. Kasak-kusuk tentang hantu di gudang itu membuat mereka makin ingin tahu. Mereka memutuskan masuk gudang dengan mencongkel… ",2006
310,Pocong (Dendam yang Tak Bisa Mati),http://filmindonesia.or.id/movie/title/lf-p027-06-466453_pocong-dendam-yang-tak-bisa-mati,Semua mimpi Wisnu buyar ketika keluarganya dibantai di depan matanya. Peristiwa itu terjadi ketika ruko milik keluarganya dimasuki kawanan penjarah. Adik perempuannya tewas mengenaskan. Ayah dan ibunya juga tewas terbakar. Wisnu satu-satunya anggota keluarga yang selamat saat peristiwa tersebut. Ia pun mengalami guncangan jiwa yang sangat hebat. Wisnu berubah menjadi sosok yang berbeda. Dalam kondisi kejiwaan… ,2006
311,Rumah Pondok Indah,http://filmindonesia.or.id/movie/title/lf-r016-06-576508_rumah-pondok-indah,"Patung perempuan karya Tio (Arswendi Nasution) menjadi awal segalanya. Patung itu terus menghantui keluarga yang menempati rumah Tio. Bahkan anak keluarga itu tewas tertabrak metromini tak jauh dari rumah. Firdha (Chintami Atmanegara) serta kedua anaknya, Elsie (Asha Shara) dan Ian (Ricky Harun), menggantikan keluarga yang tertimpa bencana itu. Firdha bersukacita bisa mendapatkan rumah itu seharga Rp… ",2006
312,Hantu Jeruk Purut,http://filmindonesia.or.id/movie/title/lf-h015-06-300805_hantu-jeruk-purut,"Film ini berupaya menggabungkan legenda urban dengan kehidupan remaja kota besar. Film ini sejak awal mengenalkan kondisi sosial dan ruang, dengan gambaran para remaja pulang dari klub dan diskotek, lalu uji nyali ke kuburan. Airin (Angie) mendapati penulis novel misteri yang tewas mengenaskan di rumahnya. Saat itu, sang novelis sedang mengerjakan novel tentang hantu pastor tanpa… ",2006
313,Beranak dalam Kubur,http://filmindonesia.or.id/movie/title/lf-b017-71-103149_beranak-dalam-kubur,"Dhora (Mieke Wijaya), mengesankan penderita psikopat. Ia membunuh ibunya untuk menguasai perkebunan Ciganyar. Ayah tirinya (Ami Prijono) karenanya hilang ingatan. Adiknya, Lila (Suzanna), pengantin baru, disiram air racun, tapi tak mati. Ketika hendak dikubur, terdengar tangis bayi. Ia melahirkan dan ditolong pembantu setianya, anaknya diselamatkan dokter dan di akhir film sempat kembali pada suaminya, Robby (Robby… ",1971
